
Timestamp,Username,Name,Followers,Following,Posts,Likes
2025-09-01T13:52:36.512105+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T13:52:36.646146+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,473,4727,4355
2025-09-01T14:48:44.109420+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T14:48:44.270039+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,472,4727,4355
2025-09-01T15:47:24.383709+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T15:47:24.488909+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,473,4727,4355
2025-09-01T16:43:12.921511+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T16:43:13.064318+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,473,4727,4355
2025-09-01T18:02:38.743997+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T18:02:38.878403+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,473,4727,4355
2025-09-01T18:55:31.160590+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T18:55:31.279446+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,570,472,4727,4355
2025-09-01T19:44:43.377442+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T19:44:43.539008+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,472,4727,4355
2025-09-01T20:45:07.550326+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T20:45:07.770719+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,472,4727,4355
2025-09-01T21:48:15.620758+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T21:48:15.813875+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,472,4727,4355
2025-09-01T22:42:46.662120+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T22:42:46.864357+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,472,4727,4355
2025-09-01T23:50:44.378970+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-01T23:50:44.566753+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,572,473,4727,4355
2025-09-02T00:41:48.800038+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-02T00:41:48.941833+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,572,473,4727,4355
2025-09-02T01:45:56.090840+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-02T01:45:56.266719+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,572,472,4727,4355
2025-09-02T02:43:04.067220+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-02T02:43:04.229743+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,572,472,4727,4355
2025-09-02T03:43:49.938316+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-02T03:43:50.087392+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,471,4727,4355
2025-09-02T04:43:56.986206+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
2025-09-02T04:43:57.150801+05:30,amayaxtweets,𝐴𝑚𝑎𝑦𝑎ˎˊ,571,471,4727,4355
2025-09-02T06:42:26.751219+05:30,Notmeyaar,.·͙☽,41,98,2984,2473
